user_id;age;attraction_distribution;coins;country;retention_days;sex;user_dating.age_start;user_dating.age_end;view_count;was_special;is_special;total_revenue
114190909;34;588;;US;;1;21;59;17;1;;0
114444178;32;666;;CL;1,2,3,4,6,7,8,9;1;21;32;6;;;0
114282638;24;1000;;FR;;1;16;21;2;;;0
114321557;25;0;;AU;1,2,4,5;1;22;28;0;;;0
114267130;33;0;;CL;6,7,8,10,11,12,14,15;1;30;36;2;;;0
114433668;40;307;;US;1,2,3,4,5,6,7,8,9;1;37;43;26;;;0
114150378;30;321;20;CA;1,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26;1;27;33;84;1;1;18902
114209127;31;0;;AE;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,21;1;30;71;0;;;0
114361525;36;0;;US;;0;33;39;0;1;;0
114446358;30;576;;CA;1,2,3,4,5,6,7,8;1;27;33;26;;;0
114219867;32;200;;AR;1;1;27;35;10;;;0
114484103;26;333;;IL;1,2,3,4,5;1;23;50;9;;;0
114148532;34;40;;CH;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,24,25,26;1;31;37;25;;;0
114376733;31;0;;CA;1,2,3,4,5,6,7,8,9,10,11,12;1;28;34;0;;;0
114493331;21;300;;DE;1,2,3,4;1;16;20;10;;;0
114179636;16;0;;AR;1;1;13;19;0;;;0
114328969;39;537;;US;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15;0;36;42;964;;;0
114074336;29;1000;;US;1,2;1;26;32;3;;;0
114147959;37;1000;;ES;;1;18;44;5;;;0
114108436;16;117;;AR;7;1;16;20;17;;;0
114186284;37;400;;CA;1,3,4,5,6,7,8,9;1;16;99;5;;;0
114295217;42;0;;AR;4,5,7,9,11,13,15;1;39;45;0;;;0
114079227;42;600;;US;2;1;39;45;10;;;0
114333535;30;500;;US;;1;16;99;20;1;;0
114121905;38;43;;IT;1,2,3,4,5;1;35;41;23;;;0
114248335;38;0;;AR;1,2,3,4,5,6,7,9,10,12,13,14;1;35;41;1;;;0
114154532;34;0;;US;;1;31;37;0;;;0
114081350;28;111;;DE;1,2,3,4,5,7,9,10,11,12,13,14,15,16,17,19,21,22,23,24,25,26,28,29;1;18;36;144;;;0
114448066;37;0;;US;;1;34;40;0;;;0
114425983;33;625;;DE;1,2,3,4,5,6,7,8;1;30;58;40;;;0
114393169;27;166;;US;1;1;24;30;6;;;0
114126108;37;723;;US;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,18,19,20,21,22,23,24,25,26,27;1;34;40;76;1;;0
114452492;27;333;;AR;1,2,3,4;1;24;30;3;;;0
114110835;27;227;;BE;1,2;1;24;30;22;;;0
114397926;99;900;;AE;1,2,3,4,5,6,7,8,9,10,11;1;16;99;462;;;0
114222652;26;0;;IT;6,9,14;1;23;29;1;;;0
114397965;25;200;;IL;3,4,5,6,9;1;22;28;10;1;1;0
114184729;40;666;;FR;1;1;37;43;3;;;0
114367185;26;250;;US;1,3,4,6,7,8,9,10,11,12;1;16;55;8;1;1;9919
114053624;27;736;;FR;1,2,3,4,5,6,7,10,11;0;24;68;1228;;;0
114299395;32;0;;ES;1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16;1;29;35;5;;;0
